name,category,occasion,relationship,interests,personality,price,description
Concert Memory Frame - Edition 1,Music,Friendship Day,Parent,music concerts audio creativity,"Classic, Sentimental",750,"Concert Memory Frame - Edition 1, curated for music lovers and suitable for friendship day gifting."
Concert Memory Frame - Edition 2,Music,Wedding,Family,music concerts audio creativity,"Creative, Sentimental",900,"Concert Memory Frame - Edition 2, curated for music lovers and suitable for wedding gifting."
Concert Memory Frame - Edition 3,Music,Promotion,Colleague,music concerts audio creativity,"Romantic, Stylish",1050,"Concert Memory Frame - Edition 3, curated for music lovers and suitable for promotion gifting."
Concert Memory Frame - Edition 4,Music,Thank You,Classmate,music concerts audio creativity,"Practical, Minimalist",1200,"Concert Memory Frame - Edition 4, curated for music lovers and suitable for thank you gifting."
Concert Memory Frame - Edition 5,Music,Just Because,Mentor,music concerts audio creativity,"Adventurous, Extroverted",1350,"Concert Memory Frame - Edition 5, curated for music lovers and suitable for just because gifting."
Concert Memory Frame - Edition 6,Music,Birthday,Partner,music concerts audio creativity,"Introverted, Intellectual",1500,"Concert Memory Frame - Edition 6, curated for music lovers and suitable for birthday gifting."
Concert Memory Frame - Edition 7,Music,Anniversary,Best Friend,music concerts audio creativity,"Funny, Trendy",1650,"Concert Memory Frame - Edition 7, curated for music lovers and suitable for anniversary gifting."
Playlist Poster - Edition 1,Music,Wedding,Colleague,music concerts audio creativity,"Creative, Sentimental",750,"Playlist Poster - Edition 1, curated for music lovers and suitable for wedding gifting."
Playlist Poster - Edition 2,Music,Promotion,Classmate,music concerts audio creativity,"Romantic, Stylish",900,"Playlist Poster - Edition 2, curated for music lovers and suitable for promotion gifting."
Playlist Poster - Edition 3,Music,Thank You,Mentor,music concerts audio creativity,"Practical, Minimalist",1050,"Playlist Poster - Edition 3, curated for music lovers and suitable for thank you gifting."
Playlist Poster - Edition 4,Music,Just Because,Partner,music concerts audio creativity,"Adventurous, Extroverted",1200,"Playlist Poster - Edition 4, curated for music lovers and suitable for just because gifting."
Playlist Poster - Edition 5,Music,Birthday,Best Friend,music concerts audio creativity,"Introverted, Intellectual",1350,"Playlist Poster - Edition 5, curated for music lovers and suitable for birthday gifting."
Playlist Poster - Edition 6,Music,Anniversary,Friend,music concerts audio creativity,"Funny, Trendy",1500,"Playlist Poster - Edition 6, curated for music lovers and suitable for anniversary gifting."
Playlist Poster - Edition 7,Music,Valentines Day,Sibling,music concerts audio creativity,"Techie, Practical",1650,"Playlist Poster - Edition 7, curated for music lovers and suitable for valentines day gifting."
Premium Journal - Edition 1,Stationery,Anniversary,Best Friend,writing journaling stationery creativity,"Romantic, Stylish",350,"Premium Journal - Edition 1, curated for writing lovers and suitable for anniversary gifting."
Premium Journal - Edition 2,Stationery,Valentines Day,Friend,writing journaling stationery creativity,"Practical, Minimalist",450,"Premium Journal - Edition 2, curated for writing lovers and suitable for valentines day gifting."
Premium Journal - Edition 3,Stationery,Graduation,Sibling,writing journaling stationery creativity,"Adventurous, Extroverted",550,"Premium Journal - Edition 3, curated for writing lovers and suitable for graduation gifting."
Premium Journal - Edition 4,Stationery,Housewarming,Parent,writing journaling stationery creativity,"Introverted, Intellectual",650,"Premium Journal - Edition 4, curated for writing lovers and suitable for housewarming gifting."
Premium Journal - Edition 5,Stationery,Farewell,Family,writing journaling stationery creativity,"Funny, Trendy",750,"Premium Journal - Edition 5, curated for writing lovers and suitable for farewell gifting."
Premium Journal - Edition 6,Stationery,Christmas,Colleague,writing journaling stationery creativity,"Techie, Practical",850,"Premium Journal - Edition 6, curated for writing lovers and suitable for christmas gifting."
Premium Journal - Edition 7,Stationery,Friendship Day,Classmate,writing journaling stationery creativity,"Classic, Sentimental",950,"Premium Journal - Edition 7, curated for writing lovers and suitable for friendship day gifting."
Handwritten Letter Kit - Edition 1,Stationery,Valentines Day,Sibling,writing journaling stationery creativity,"Practical, Minimalist",350,"Handwritten Letter Kit - Edition 1, curated for writing lovers and suitable for valentines day gifting."
Handwritten Letter Kit - Edition 2,Stationery,Graduation,Parent,writing journaling stationery creativity,"Adventurous, Extroverted",450,"Handwritten Letter Kit - Edition 2, curated for writing lovers and suitable for graduation gifting."
Handwritten Letter Kit - Edition 3,Stationery,Housewarming,Family,writing journaling stationery creativity,"Introverted, Intellectual",550,"Handwritten Letter Kit - Edition 3, curated for writing lovers and suitable for housewarming gifting."
Handwritten Letter Kit - Edition 4,Stationery,Farewell,Colleague,writing journaling stationery creativity,"Funny, Trendy",650,"Handwritten Letter Kit - Edition 4, curated for writing lovers and suitable for farewell gifting."
Handwritten Letter Kit - Edition 5,Stationery,Christmas,Classmate,writing journaling stationery creativity,"Techie, Practical",750,"Handwritten Letter Kit - Edition 5, curated for writing lovers and suitable for christmas gifting."
Handwritten Letter Kit - Edition 6,Stationery,Friendship Day,Mentor,writing journaling stationery creativity,"Classic, Sentimental",850,"Handwritten Letter Kit - Edition 6, curated for writing lovers and suitable for friendship day gifting."
Handwritten Letter Kit - Edition 7,Stationery,Wedding,Partner,writing journaling stationery creativity,"Creative, Sentimental",950,"Handwritten Letter Kit - Edition 7, curated for writing lovers and suitable for wedding gifting."
Planner Set - Edition 1,Stationery,Graduation,Family,writing journaling stationery creativity,"Adventurous, Extroverted",350,"Planner Set - Edition 1, curated for writing lovers and suitable for graduation gifting."
Planner Set - Edition 2,Stationery,Housewarming,Colleague,writing journaling stationery creativity,"Introverted, Intellectual",450,"Planner Set - Edition 2, curated for writing lovers and suitable for housewarming gifting."
Planner Set - Edition 3,Stationery,Farewell,Classmate,writing journaling stationery creativity,"Funny, Trendy",550,"Planner Set - Edition 3, curated for writing lovers and suitable for farewell gifting."
Planner Set - Edition 4,Stationery,Christmas,Mentor,writing journaling stationery creativity,"Techie, Practical",650,"Planner Set - Edition 4, curated for writing lovers and suitable for christmas gifting."
Planner Set - Edition 5,Stationery,Friendship Day,Partner,writing journaling stationery creativity,"Classic, Sentimental",750,"Planner Set - Edition 5, curated for writing lovers and suitable for friendship day gifting."
Planner Set - Edition 6,Stationery,Wedding,Best Friend,writing journaling stationery creativity,"Creative, Sentimental",850,"Planner Set - Edition 6, curated for writing lovers and suitable for wedding gifting."
Planner Set - Edition 7,Stationery,Promotion,Friend,writing journaling stationery creativity,"Romantic, Stylish",950,"Planner Set - Edition 7, curated for writing lovers and suitable for promotion gifting."
Fountain Pen Set - Edition 1,Stationery,Housewarming,Classmate,writing journaling stationery creativity,"Introverted, Intellectual",350,"Fountain Pen Set - Edition 1, curated for writing lovers and suitable for housewarming gifting."
Fountain Pen Set - Edition 2,Stationery,Farewell,Mentor,writing journaling stationery creativity,"Funny, Trendy",450,"Fountain Pen Set - Edition 2, curated for writing lovers and suitable for farewell gifting."
Fountain Pen Set - Edition 3,Stationery,Christmas,Partner,writing journaling stationery creativity,"Techie, Practical",550,"Fountain Pen Set - Edition 3, curated for writing lovers and suitable for christmas gifting."
Fountain Pen Set - Edition 4,Stationery,Friendship Day,Best Friend,writing journaling stationery creativity,"Classic, Sentimental",650,"Fountain Pen Set - Edition 4, curated for writing lovers and suitable for friendship day gifting."
Fountain Pen Set - Edition 5,Stationery,Wedding,Friend,writing journaling stationery creativity,"Creative, Sentimental",750,"Fountain Pen Set - Edition 5, curated for writing lovers and suitable for wedding gifting."
Fountain Pen Set - Edition 6,Stationery,Promotion,Sibling,writing journaling stationery creativity,"Romantic, Stylish",850,"Fountain Pen Set - Edition 6, curated for writing lovers and suitable for promotion gifting."
Fountain Pen Set - Edition 7,Stationery,Thank You,Parent,writing journaling stationery creativity,"Practical, Minimalist",950,"Fountain Pen Set - Edition 7, curated for writing lovers and suitable for thank you gifting."
Sticky Note Gift Box - Edition 1,Stationery,Farewell,Partner,writing journaling stationery creativity,"Funny, Trendy",350,"Sticky Note Gift Box - Edition 1, curated for writing lovers and suitable for farewell gifting."
Sticky Note Gift Box - Edition 2,Stationery,Christmas,Best Friend,writing journaling stationery creativity,"Techie, Practical",450,"Sticky Note Gift Box - Edition 2, curated for writing lovers and suitable for christmas gifting."
Sticky Note Gift Box - Edition 3,Stationery,Friendship Day,Friend,writing journaling stationery creativity,"Classic, Sentimental",550,"Sticky Note Gift Box - Edition 3, curated for writing lovers and suitable for friendship day gifting."
Sticky Note Gift Box - Edition 4,Stationery,Wedding,Sibling,writing journaling stationery creativity,"Creative, Sentimental",650,"Sticky Note Gift Box - Edition 4, curated for writing lovers and suitable for wedding gifting."
Sticky Note Gift Box - Edition 5,Stationery,Promotion,Parent,writing journaling stationery creativity,"Romantic, Stylish",750,"Sticky Note Gift Box - Edition 5, curated for writing lovers and suitable for promotion gifting."
Sticky Note Gift Box - Edition 6,Stationery,Thank You,Family,writing journaling stationery creativity,"Practical, Minimalist",850,"Sticky Note Gift Box - Edition 6, curated for writing lovers and suitable for thank you gifting."
Sticky Note Gift Box - Edition 7,Stationery,Just Because,Colleague,writing journaling stationery creativity,"Adventurous, Extroverted",950,"Sticky Note Gift Box - Edition 7, curated for writing lovers and suitable for just because gifting."
Desk Stationery Kit - Edition 1,Stationery,Christmas,Friend,writing journaling stationery creativity,"Techie, Practical",350,"Desk Stationery Kit - Edition 1, curated for writing lovers and suitable for christmas gifting."
Desk Stationery Kit - Edition 2,Stationery,Friendship Day,Sibling,writing journaling stationery creativity,"Classic, Sentimental",450,"Desk Stationery Kit - Edition 2, curated for writing lovers and suitable for friendship day gifting."
Desk Stationery Kit - Edition 3,Stationery,Wedding,Parent,writing journaling stationery creativity,"Creative, Sentimental",550,"Desk Stationery Kit - Edition 3, curated for writing lovers and suitable for wedding gifting."
Desk Stationery Kit - Edition 4,Stationery,Promotion,Family,writing journaling stationery creativity,"Romantic, Stylish",650,"Desk Stationery Kit - Edition 4, curated for writing lovers and suitable for promotion gifting."
Desk Stationery Kit - Edition 5,Stationery,Thank You,Colleague,writing journaling stationery creativity,"Practical, Minimalist",750,"Desk Stationery Kit - Edition 5, curated for writing lovers and suitable for thank you gifting."
Desk Stationery Kit - Edition 6,Stationery,Just Because,Classmate,writing journaling stationery creativity,"Adventurous, Extroverted",850,"Desk Stationery Kit - Edition 6, curated for writing lovers and suitable for just because gifting."
Desk Stationery Kit - Edition 7,Stationery,Birthday,Mentor,writing journaling stationery creativity,"Introverted, Intellectual",950,"Desk Stationery Kit - Edition 7, curated for writing lovers and suitable for birthday gifting."
Calligraphy Pen Set - Edition 1,Stationery,Friendship Day,Parent,writing journaling stationery creativity,"Classic, Sentimental",350,"Calligraphy Pen Set - Edition 1, curated for writing lovers and suitable for friendship day gifting."
Calligraphy Pen Set - Edition 2,Stationery,Wedding,Family,writing journaling stationery creativity,"Creative, Sentimental",450,"Calligraphy Pen Set - Edition 2, curated for writing lovers and suitable for wedding gifting."
Calligraphy Pen Set - Edition 3,Stationery,Promotion,Colleague,writing journaling stationery creativity,"Romantic, Stylish",550,"Calligraphy Pen Set - Edition 3, curated for writing lovers and suitable for promotion gifting."
